,Job_Title,Company,Location,Salary,Job_Description
580,Data Scientist/Senior Data Scientist,Benco Dental,Remote,N,"Nationwide/Remote
Data Scientist Position at Benco Dental
At Benco Dental, our company is our family, and we are looking for a new addition to assist us in Driving Dentistry Forward. Please review the description below carefully to ensure that this position is the perfect match for you!
What’s in it for YOU?
Excellent Compensation Packages
Medical, Dental and Vision Benefits Effective on Day 1
401k Package, Paid Time Off Program, and Profit Sharing
Flexible/At Home Working Options
Associate Discounts and Community Giveback Programs
College Tuition Savings Program
Caring Family Culture Toward all Associates
Certified as a FORTUNE Great Place to Work
Opportunities to join resource groups that promote Diversity, Equity, and Inclusion
Family owned for 90+ years
Position Summary:
We are looking for a Data Scientist/Senior Data Scientist that will help us identify actionable insights hidden amongst vast amounts of data. Your primary focus will be to perform statistical analysis in key business areas, build Machine Learning models, perform data mining, and build high quality Algorithms. Data Scientist is a self-directed role, identifying needs across the organization and working with the leadership team to prioritize work based on impact.
Do YOU Possess These Skills and Attributes?
In depth knowledge of ML frameworks and libraries such as Tensorflow, Keras, PyTorch, MXNet, Sci-Kit learn etc.
Experience building production grade custom ML models
Proficiency in Python and SQL
Experience with data warehousing, relational databases, NoSQL databases and Data Lakes
Experience with project documentation and Agile methodologies
Strong interpersonal and communication skills required
Strong oral and visual presentation skills
Do These Responsibilities Interest YOU?
Defining the problem statement, conducting literature review, building mechanism for data acquisition, data analysis, baseline modeling, building custom ML models, reviewing accuracy metrics, model deployment, identifying mechanisms to monitor model performance in production and defining model promotion/relegation methods.
For each use case you will be required to extract, synthesize, and analyze data from a wide variety of data sources, conducting exploratory analysis, feature engineering, write functions for data pre-processing, experiment with various deep learning methods, and determine the most appropriate method for developing a custom algorithm.
Construct thorough data testing scenarios around queries, data models, reports, and dashboards
Conduct and present detailed analysis, experiments, and suggestions to senior team leaders
Identify opportunities for advanced analytical techniques and big data technologies
Adhere to industry & discipline best practices in analytical user experience, data modelling, & query development
Do YOU Meet These Requirements?
Education: Bachelor’s Degree in Computer Science, Engineering, Applied Math, Statistics or any quantitative field required.
Experience: 4+ years of expertise in implementing machine learning and artificial intelligence techniques.
Who We Are: It’s our Mission to Drive Dentistry Forward
Benco Dental, the largest privately owned, full-service dental distributor in the United States, has remained in the family since 1930—a family that now includes our more than 30,000 customers and over 1,400 associates in the 48 contiguous states.
We provide more supply and equipment options than any other full-service distributor, an offering enhanced by a comprehensive suite of services, including office design, equipment repair, practice coaching, financing and project management, wealth management and dental-specific technology solutions. These services are supported by over 400 professionally trained sales representatives and 300 factory-trained service technicians who begin every task by asking “What does the customer want?”
If you enjoy working for a progressive company, who is committed to diversity in our workforce, who values all customers and associates, who also provides the opportunity for growth and development- we encourage you to learn more about our Benco family. We are looking for driven professionals who want to play a key role in our future success, while making a positive impact within our industry. Thank you for your interest in Benco Dental. We look forward to hearing from you!"
581,Machine Learning Researcher,Old Mission,"New York, NY","$175,000 - $300,000 a year","Old Mission is a global proprietary trading firm that leverages state-of-the-art technology and research to identify and execute profitable trading strategies across multiple asset classes around the world. Our offices in Chicago, New York, London, and Singapore are all composed of naturally-curious individuals who thrive in a team environment and constantly strive for improvement.
Old Mission does not seek capital from outside investors, allowing us the flexibility to aggressively invest in our team members and keep them engaged in the firm's growth.
About the position:
We're constantly asking questions to improve what we already do and explore new opportunities to grow the firm. As a Machine Learning Researcher in our NYC office, you'll work directly with our traders, software engineers, and research infrastructure to:
Create machine-learning models, conduct research, and deliver improved predictions from which to run trading strategies
Focus on idea generation, data gathering and research/analysis, model implementation and back testing
Conduct independent research in applying machine learning techniques to a wide variety of datasets and trading problems
Work on a small, new team that applies quantitative expertise and scientific training to solve tough problems; The vision is that this team will focus on short term, high frequency equity prediction using machine learning techniques.
Put successful ideas into practice almost immediately which will contribute to the firm's performance and impact the landscape of global financial markets
Follow latest developments in academic research and incorporate research techniques from different fields to our problems
Use a rigorous scientific method to develop sophisticated trading models and shape our insights into how the markets will behave
Independently implement research in production using Python / C++

Technical qualifications:
(Must have skills)
Master's or PhD preferably in Machine Learning (Open to Computer Science, Mathematics, Statistics, or related field)
5+ years of experience in a related role demonstrating experience in ML research in a professional setting
Proficient in Python programming
(Nice to have skills)
Experience working within the finance industry
Track record of academic publications that are relatable
C++ experience is a plus

In accordance with New York City's Pay Transparency Law, the anticipated base salary range for this role is $175,000 to $300,000. Base salary does not include other forms of compensation or benefits offered to employees.
Old Mission is not accepting unsolicited resumes from any staffing/search firms. All resumes submitted by staffing/search firms to any employee at Old Mission via-email, the Internet or directly without a valid signed search agreement will be deemed the sole property of Old Mission, and no fee will be paid in the event the candidate is hired by Old Mission."
582,Deep Learning Researcher,Topaz Labs,"Dallas, TX 75254",N,"We're Topaz Labs, an AI tech company that builds software to solve imaging problems like denoising, super-resolution, and deconvolution with deep learning. Over 1M photographers and designers trust us with their work, including on teams at Apple, Netflix, NASA, and more. We've processed over 1 billion images, achieved 1000% revenue growth in the last 4 years, and we're only getting started.
We’re looking for a Deep Learning Researcher to help us push the state-of-the-art in image and video enhancement. Your primary responsibility will be to explore and develop new deep learning models to solve inverse problems in imaging. You'll also evaluate customer feedback and image data to gauge performance and refine your models based on real-world usage.
About us
Rocketship growth and opportunity for impact ($3M $30M revenue in four years)
Over 1 million customers (including companies like Apple, NASA, Netflix) have used us for over 1 billion photos. Our tech has been covered by Fast Company, The Verge, Engadget, Mashable, BBC, and more
World-class team that executes quickly, obsesses about the customer experience, and promotes from within
Profitable company with infinite runway
About you
PhD in related field, or equivalent industry experience
Prior key contributor to significant deep learning projects for image enhancement or image processing
Significant prior experience with CNNs and other common computer vision network architectures
2 years of hands-on experience with TensorFlow or PyTorch
Good understanding of common image processing algorithms
Working knowledge of C/C++
Well-read on major recent research papers in deep learning for image or video enhancement
Aside from technical understanding and research skills, we're looking for someone with a strong work ethic, intellectual humility, and a shipping mentality. We’re a small company with a high-visibility and high-performance culture, so you will work with a high degree of impact and autonomy. You'll also collaborate closely with other world-class researchers to exchange ideas and solve problems together.
Our technology advantage has already driven strong success for our company, and your contributions will directly help determine our future growth. We offer strong base salary plus significant ownership that scales with the company's growth. We also offer 100% covered medical/dental/vision for employees, 15 days annual PTO plus holidays, and 401k matching. This is a full-time on-site role in Dallas, TX, and we will ask you to relocate if you're not in the area.
Job Type: Full-time"
583,Sr. Data Analyst,BioCare,Remote,"$100,000 - $130,000 a year","If you want to be part of a growing company that’s making a difference in people’s lives, BioCare may be just the place for you! We are a distributor of specialty pharmaceuticals that treat rare diseases, such as hemophilia, immune system deficiency and ALS. We are looking for an Sr Data Analyst to join our growing IT & Analytics team. Apply today to be part of the BioCare family and support our ability to get the right medication into the right hands, at the right time!
Why you should apply:
Low cost and flexible medical, dental & vision plans
17 days (136 hours) Paid Time Off accrued during your first year
Up to 40 hours Paid Sick Time accrued annually
401k with 5% employer match
Company paid life and disability insurance
Hybrid work schedule
Competitive salary of $100 – 130k, depending on qualifications & experience
Typical duties:
Assess and complete new reporting requests and enhance existing reports
Follow SOPs to design and develop new reports and visualizations based upon defined request
Lead and manage delivery of daily, weekly, and monthly sales, finance, and transactional reports, both manual and automated
Manage data modelling, visualizations, and analysis for existing and new reports
Develop data strategy for projects to onboard new trading partners and systems
Create and manage delivery of routine and ad hoc reports needed to support business and trading partner requests
Lead the development of report standards and best practices or guidelines for repeatable tasks
Use structured and unstructured data from ERP and other systems to develop simple and meaningful data representations that support and fulfill the requests from business users
Support and implement continuous improvement processes across the reporting portfolio to incorporate automation
Mentor analytics team on various data projects, process improvements, and technical innovations
Extract data from identified databases (on premises and cloud), and select appropriate techniques to transform it to a structure that is relevant to the problem
Analyze complex data elements, extract, filter, and aggregate data through logical SQL queries and programming
May provide maintenance support, including enhancements and production support activities
Deliver quality customer service to all team members, customers, and stakeholders
Actively listen and collaborate with end users to design effective solutions that resolve issues
What we are looking for:
Bachelor’s degree in an IT or Computer Science discipline, or equivalent combination of education and experience
7+ years’ experience as a reports developer/analyst with the ability to read and write complex queries, create database objects (tables, views, stored procedures, user-defined functions), and create complex visualizations and dashboards
Expertise in Power BI from creating complex dashboards, visualizations, DAX queries to managing data security
Sound experience designing and developing reporting solutions with SSRS/PBRS and other MSDN tools
Experience with Azure Data Factory, Azure Data Warehouse is a plus
Expert in different SQL techniques for data transformation and data analysis
Experience in working source control tools such as SVN and GitHub
Certification in Power BI modeling, visualization and analyzing data is preferable
Quality and Improvement focus to ensure reliable, timely, and complete data
Ability to multitask and prioritize competing tasks
Possess an analytical mindset and problem-solving aptitude
Familiarity with working in Agile environment leveraging DevOps, change management process, and tools like Jira
Ability to work independently and in a fast-paced, high growth environment
Excellent organizational skills and focused attention to detail
Must be able to pass a drug test and background check aligned with company and accreditation standards
We are an equal opportunity employer, and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, age, gender, marital status, national origin, ancestry, disability, genetic information, medical condition, military/veteran status, sexual orientation, gender identity, gender expression, or any other characteristic protected by law.
Job Type: Full-time
Pay: $100,000.00 - $130,000.00 per year
Benefits:
401(k)
401(k) matching
Dental insurance
Flexible spending account
Health insurance
Health savings account
Life insurance
Paid time off
Tuition reimbursement
Vision insurance
Compensation package:
Bonus pay
Schedule:
Monday to Friday
Work Location: Remote

Health insurance"
584,Jr. Data Scientist,Kyla,"San Jose, CA",N,"Job Type: Full Time
We are looking for Jr. Data Scientists to join our team.
Kyla is the next generation of healthcare tech. Our mission is to help people live longer and healthier. With the latest AI technologies, we provide the best digital healthcare for everyone. We have several digital products such as mobile app, and three web applications for companies and doctors. We work with Fortune 500 companies. Our solutions are used by thousands, and recently we won the Exceptional Innovation By The 2020 Pandemic Tech Innovation Awards. Our team is bright minds who love their job and development and are not afraid of working in a fast-growing lean startup.
If you would like to join us, do not hesitate to apply.
Required skills:
— Intermediate or higher English level — you will have to read a lot of medical/scientific literature in English. Good writing, basic speaking;
— Familiarity with probabilistic and statistical concepts and/or eagerness to learn more;
— Willingness to study medical literature;
— Proficiency in one or more: Python, Java, R;
— Knowledge of data structures and algorithms
As a plus:
MS/BS Degree in Statistics, Mathematics or equivalent work experience
Medical Doctor completed/in-progress degree
Experience in statistical data analysis and/or science research
Familiarity with graph databases such as neo4j
Experience with Bayesian software such as Netica, Stan, PyMC3
What we offer you:
— Competitive salary;
— 100% remote job;
— Flexible work hours;
— Personalized development plan for your professional and career growth;
— Paid online courses;
— Working directly for USA product company while developing innovative AI-driven healthcare;
— Sharing success of the company in the form of performance bonuses and successful exit reward;
Responsibilities:
— Research medical literature to build Bayesian Networks holding expert medical knowledge
— Collaborate with data scientists, medical doctors, nurses and software engineers
— Research and develop novel inference, statistical, and graphical models
— Positively impact human lives by developing a platform offering free healthcare
We are looking forward to meeting you!"
585,Lead Data Scientist,"Chick-fil-A, Inc.","5200 Buffington Road, Atlanta, GA 30349",N,"Overview:
As part of the Restaurant Performance Insights (RPI) team at Chick-fil-A, it is our role to be Chick-fil-A’s trusted partner in understanding Restaurant performance through providing insights that influence decision making. The role of Lead Data Scientist for RPI is integral in using a limited set of advanced modeling approaches to optimize our understanding of Restaurant performance in order to describe trends and predict impacts to Chick-fil-A’s sales and profits. We are looking for an individual with strong analytical and research skills, a strong understanding of statistics and statistical modeling, a basic understanding of modern machine learning and its mathematical underpinnings, while possessing moderate programming skills with SQL, R and/or Python. We are looking for a fast learner with a passion for leveraging analytics to extract clear understanding and actionable insights from large data sets. This individual should be comfortable and competent working with partners to understand business problems, work through data challenges, and to convey clear and compelling insights. This individual may represent RPI in internal conversations. This is a professional track role.

Our Flexible Future model offers a healthy mix of working in person and virtually, strengthening key elements of the Chick-fil-A culture by fostering collaboration and community.
Responsibilities:
The person who fills this role will be expected to do the following as a part of their regular work responsibilities:
Analyzes data and applies models, algorithms, and/or simulations to solve simple to moderately complex business problems.
Partner with Enterprise Analytics to utilize data science tools and techniques within RPI.
Performs statistical analysis to establish causal relationships between drivers and outcomes.
May design and implement analytic workflows via Alteryx Apps or other patterned cloud-based deployment architectures, as needed.
Leverage models and/or simulations to understand the trends that exist in restaurant financial performance to inform the organization of its strengths, weaknesses and opportunities.
Supports RPI Insights Analysts in their work and helps communicate and present findings and deliver training, as needed.
Leverages pre-defined cloud compute resources and technology from a menu of options.
Acts as an individual contributor on project engagements and is responsible for implementing data science best practice in their work.
Develops and manages ETL pipes in support of their specific analytic project work.
Applies and manages models, workflows, and/or code in support of their specific project work.2
Owns and is accountable for model and code quality and documentation for the project work they execute.
Performs ad-hoc analysis as necessary to support project work.
Helps drive projects to success, enables others to own the project’s impact on the business.
Minimum Qualifications:
Strong analytical and research skills
Strong understanding of statistics and statistical modeling.
Basic understanding of modern machine learning and its mathematical underpinnings.
Moderate programming skills in SQL, R and/or Python.
Experience with time series analytics and forecasting
Familiarity with visualization methods/tools (e.g. Tableau, Python Matplotlib, etc.)
Strong written and verbal communication skills.
Quick and versatile learner and a proven problem solver.
Keen eye for system thinking and process design, especially with respect to scalability and automation.
Keen eye for detail and thoughtful investigation of data.
Focus on creating impactful change.
Ability to maintain a focus on the business context and key decisions to be made.
Ability to manage multiple projects and deadlines simultaneously.
Experience partnering well with cross-functional teams, being highly collaborative with the ability to build strong relationships.
Preferred Qualifications:
Professional experience in the restaurant, retail, or hospitality industry.
Experience using the AWS big data technology stack.
Experience developing machine learning or advanced statistical models in any context.
Minimum Years of Experience: 2 Travel Requirements: 10% Required Level of Education: Bachelor's degree or equivalent experience Preferred Level of Education: Masters Degree Major/Concentration: Business Analytics, Mathematics, Statistics, MIS, Computer Science, or other similar fields Minimum GPA (4.0 Scale): 3.2"
586,Quantitative Researcher,Quantbot Technologies,"369 Lexington Ave, New York, NY 10017","$80,246 - $150,000 a year","Quantitative Researcher
Quantbot Technologies LP in New York, NY is an investment adviser registered with the SEC that manages a global portfolio using quantitative strategies. We are seeking Quantitative Researchers to conduct computational research in finding persistent trade signals within various asset categories. Individuals will apply advanced theoretical knowledge of statistics and financial engineering principles and concepts, as well as experience working in the financial or investment industry, to perform the duties of the position.
Location:
New York


Job Duties and Responsibilities:
Work closely with our core team in researching and enhancing the performance of trading signals using data analysis tools and machine learning algorithms.
Develop and construct alpha signals and trade new alpha strategies in the real market.
Back testing and implementing long-short tactical allocation trading strategy by combining multiple inter-day trade signals.
Build multi-asset risk models and portfolio construction rules to target specific levels of portfolio risk.
Improve the slippage cost and sharpe ratio by implementing customo execution algorithms at intra-day level.
Review data cleaning results and use cleaned data for further research.
Test and implement multiple trading ideas.
Review portfolio optimization results and apply the best objective function parameters on new strategies.
Work with the data team helping them validate and evaluate new datasets that could potentially add value to our core researchers.
This position has no direct reports and does not supervise any other employees.


Minimum Requirements:
Master's degree in Statistics, Mathematics, Operations Research, Finance, Financial Engineering, Economics, or any related field of study plus at least six (6) months of experience in the job offered or in any related position(s).
Qualified applicants must also have demonstrable proficiency, skill, experience, and knowledge with the following:
Machine learning
Statistical modeling using financial data
Demonstrated familiarity with one or more of the following: Python, C++, R or SQL
Time series analysis
No travel required. Work from home benefit available.


Additional Information:
Job Site: 369 Lexington Avenue, 9th Floor, New York, NY 10017
Travel: No travel
Wage: $80,246 - $150,000 per year.
Send Resumes To: hasan@quantbot.com



Quantbot Technologies LP is an Equal Employment Opportunity employer and as such does not discriminate against any applicant for employment or employee on the basis of race, color, religious creed, gender, age, marital status, sexual orientation, national origin, disability, veteran status or any other classification protected by applicable discrimination laws."
587,Data Scientist,Dataline,"5 Vaughn Dr Ste 307, Princeton, NJ 08540",N,"Job Description
Data Scientists sought by Dataline, Inc., in Princeton, NJ, to build statistical predictive models to identify target customers for clients; perform data extraction, processing and mining on large databases.
Requirements
MS or higher degree in statistics, applied mathematics, or related, or equivalent, 6 months experience, demonstrated knowledge of mathematical and statistical modeling, data mining, big data, applied regression, machine learning, design and analysis of data structures and algorithms, programming (C, C++, SQL, Python), R, SPSS, and Matlab.
How to Apply
Send CV w/ cover letter to:
Dataline Inc.
5 Vaughn Dr., Suite 307
Princeton, NJ 08540
Attn: Paul Sobel"
588,Sr. Data Scientist,Lam Research,"Fremont, CA 94538","$126,000 - $270,000 a year","Job Responsibilities
Responsible to improve the Productivity of Lam equipment's providing specialized support to AT through the use of Python language on sandbox environment
Develop leading-edge analytic methods/models/solutions that enhances Lam tool performance to optimize customer productivity.
Provide technical leadership to drive key customer productivity initiatives (i.e. defect reduction, MTBC extension)
Identify key problem areas that could require CIP and communicates effectively to the PS team and product group
Drive an effective and efficient Knowledge Management/Transfer and actively shares knowledge with Lam’s worldwide technical communityProvides feedback on product performance to the product development teams
Ensures the prevention of repeat issues by documenting and communicating FKMs
Participates in Lam’s worldwide technical community and actively shares knowledge and takes a leadership position to enhance worldwide learning and its application
Other Job Responsibilities
Drives systematic improvement in the installed base
Drives CXL3 metrics for corporate
Interfaces and coordinates with regional Installed base directors to ensure Lam is meeting customer expectations
–Proliferates CXL3 actions as appropriate to the PS organization
Monitors I&W spending and identifies opportunities for the PS organization to drive spending reduction. Determine how to best utilize I&W data to improve product performance
Ensures follow through on corrective actions from escalations and the learning is shared across all products
Minimum Qualifications
Requires a minimum of 8 years of experience with a master’s degree; or a PhD with 5 years' experience
Semiconductor industry experience
Salary and Benefits
CA San Francisco Bay Area Salary Range for this position: $126,000- $270,000.
The above salary range for this position is relevant to applicants that reside or work onsite in the California, San Francisco Bay Area only. Salary offers will depend on factors that include the location you work from, your level, education, training, specific skills, years of experience and comparison to other employees already in this role. Actual salary may vary from salary offered due to numerous factors including but not limited to unpaid time off, unpaid leave, company mandated shutdown, and other relevant factors.
In addition, the successful candidate for this position will become eligible for a comprehensive set of outstanding benefits. Click here to learn more about the benefits Lam offers for this position www.lambenefits.com.
We Look Forward to Your Application
Our Commitment
We believe it is important for every person to feel valued, included, and empowered to achieve their full potential. By bringing unique individuals and viewpoints together, we achieve extraordinary results.
Lam Research (""Lam"" or the ""Company"") is an equal opportunity employer. Lam is committed to and reaffirms support of equal opportunity in employment and non-discrimination in employment policies, practices and procedures on the basis of race, religious creed, color, national origin, ancestry, physical disability, mental disability, medical condition, genetic information, marital status, sex (including pregnancy, childbirth and related medical conditions), gender, gender identity, gender expression, age, sexual orientation, or military and veteran status or any other category protected by applicable federal, state, or local laws. It is the Company's intention to comply with all applicable laws and regulations. Company policy prohibits unlawful discrimination against applicants or employees."
589,Data Scientist,Afficiency,"101A Greenwich Street, New York, NY 10006",N,"Company Description

Afficiency is a rapidly growing Insurtech startup whose mission is to provide life insurance to everyone on the platforms they already trust. Located in NYC, we design life insurance products that can be purchased entirely digitally and can be easily embedded into distribution platforms or with agents who sell insurance. The company is experiencing rapid growth and is well-funded. We are looking for new team members to join us on our journey to shake up the life insurance industry. We need individuals who bring passion, curiosity, and a desire for excellence.

Job Description

Please note that this job is only hiring candidates that live in the Metro NYC area and are able to commute to the office.
We are seeking a data scientist to join our business intelligence team to help us make better business decisions based on our data. The ideal candidate will have a working knowledge of statistics, mathematics, and data science programming languages (e.g., SQL, R, Python).
Your primary responsibilities will be performing statistical analyses and identifying patterns and trends that can improve our products’ and services’ efficiency and usability. You will also be expected to maintain and improve our data infrastructure and tools.

Qualifications
Work with stakeholders to identify key metrics and opportunities for improving business processes, products, and services
Build, deploy, and maintain data management systems and back-end data infrastructure for our business intelligence pipeline
Perform data mining, exploration, and analysis
Create data visualizations, reports, dashboards, and data audits
Design, train, and implement machine learning algorithms
Leverage predictive models to optimize customer experiences
Creating automated anomaly detection
Requirements
Bachelor's degree in data science, data analytics, or related field
Master’s degree or Ph.D. in a quantitative field, such as statistics, computer science, mathematics, or engineering
Proficiency in Python, Java, or Kotlin
Knowledge of data science toolkits such as R, NumPy, and MatLab
Experience with big data analytics technologies such as Spark and Hadoop
Experience with data visualization tools such as D3.js and Tableau
Expertise in data mining and machine learning
Working knowledge of statistical models and business intelligence
Familiarity with cloud-based infrastructure
Ability to store and process unstructured data with NoSQL databases and machine learning models

Additional Information

What We Offer
Fully remote work with a flexible schedule
Stipend to purchase work-from-home equipment
Competitive salary with equity options
Robust health, dental, and vision benefits for employee and dependents
401k matching contributions
Generous PTO policy
Work at a supportive and fast-growing startup with a fantastic team
Environment to learn from other team members, grow a business from the ground up
Support in developing your skills and accelerating your career quickly
Opportunity to make an impact in the lives of tens of millions of consumers and get families the protection they need
Afficiency is an Equal Opportunity Employer. All your information will be kept confidential according to EEO guidelines."
590,Medical Researcher (Statistical Analyst),Ancestralize,Remote,"$40,000 - $70,000 a year","About Ancestralize
We are an early-stage startup. We believe the health industry is on the wrong track focusing on treating symptoms instead of curing diseases. There is a large increase in chronic illnesses, even among younger people. Our mission is to solve the health crisis by equipping people with knowledge and tools to fight their chronic diseases.
More details on the company:ancestralize.com.
About the job
You will take part in building the medical intelligence of our AI software,Ancestralize, as a researcher. The software will guide users in their journey toward health using lifestyle and dietary changes. The “brain” of the system is a knowledge base (medical intelligence) used to generate the diagnosis and the treatment plans. Your activities will be:
Researching the causal relationships between chronic diseases and related variables (pathologies, risk factors, symptoms, lab values, etc.)
Evaluating medical literature for relative risks, sensitivity and specificity values for labs, and other statistical tools to inform Bayesian probabilistic disease models.
Supporting users (expected in the future).
Minimum Requirements
Your ambition is to guide people to take their health under their control using changes in their lifestyle.
You have experience with a ketogenic diet. You are extremely passionate about low-carb and exercise.
You have strong statistical reasoning skills and are experienced in applying statistical evaluations of medical science.
You are familiar with lifestyle changes like carbohydrate restriction, removing inflammatory or toxic stimuli, stress reduction, and eliminating nutrient deficiencies.
You are highly motivated to increase your medical knowledge in your personal life.
You can rank the strength of evidence of studies.
You know how to find the root causes of health problems from symptoms, health history, and laboratory test results. You agree with the methodology offunctional medicine.
You understand the limitations of conventional medicine approaches.
You understand how our modern lifestyle conflicts with our evolutionary development.
You have a degree in medical science, biology, nutrition, pharmacology, or statistics.
You have strong collaboration skills and communicate assertively.
You have taken part in scientific research projects.
You have been published in reputable medical journals.
You have strong computer skills.
Preferred Skills and Experiences
You have experience as an integrative, naturopathic, or functional medicine physician or health coach.
Location
Both remote and onsite work (in our Budapest office) is possible. European or East Coast US time zones are preferred for remote work.
Job Type: Full-time
Pay: $40,000.00 - $70,000.00 per year
Benefits:
Flexible schedule
Paid time off
Schedule:
Monday to Friday
Application Question(s):
How many years of work experience do you have with Biostatistics?
How many scientific papers/podcasts do you read or listen to weekly?
How many times higher is the risk of Alzheimer's Disease for genotype epsilone4/epsilone4 of the APOE gene relative to genotype epsilon3/epsilon3 among Caucasians in the US?
Do you agree that epidemiological studies are useful for drawing causal relationships between diet and health?
What beta-hydroxybutyrate levels would you recommend to somebody with epilepsy?
How many years of experience do you have using Science?
How many hydrogen atoms are in a glucose molecule?
Work Location: Remote"
591,Data Scientist,USI Holdings Corporation,Remote,N,"General Description: The Data Scientist will solve problems and answer questions designed to drive innovation and deliver organizational value. You will synthesize diverse datasets and use programming, machine learning and statistical modeling to meet project goals. You will communicate insights to multiple stakeholders and support the implementation of impactful data science solutions across organization.
Responsibilities:
Research problems. Design, document and execute experiments as projects. Write up concise results and conclusions.
Work with the line of business leaders to identify opportunities for improvements to top line growth or bottom-line cost savings. Learn underlying systems and workflows.
Perform data extraction, cleansing and wrangling on diverse data sets from internal and external sources.
Primarily use Microsoft tools: Python, Azure, Power BI, Excel, SSAS, etc. to develop and test solutions to business problems. Able to understand various data structures and common methods in data transformation
Communicate results to business leaders clearly and concisely. Provide insights through data visualizations.
Manage project meetings and resolve obstacles and issues with limited direction. Collaborate with fellow analysts to move projects forward quickly.
Mentor fellow team members on data science techniques and code.
Knowledge, Skills and Abilities:
Master’s Degree in Computer Science, Statistics, or related field a plus.
4-year degree or equivalent in data-science related field.
3+ years’ practical experience with Python, ETL, data processing, SQL and data analytics.
Strong analytical and analysis skills. Familiar with advanced features of Excel and statistical concepts.
Working knowledge of insurance brokerage or sales workflows and systems an asset.
Experience with Microsoft Azure ML and general project-management skills a plus.
Must be able to manage multiple and rapidly changing, high visibility priorities and projects.
Proven ability to manage expectations and outcomes with business leaders.
#LI-KF2
#LI-remote
USI is committed to providing a full-suite of competitive benefits for our growing population and its diverse needs. We offer a wide range of health, welfare and financial benefits including medical, wellness, dental and vision, 401(k), flexible spending and health savings accounts, short and long-term disability, life insurance and other unique employer-sponsored and voluntary programs. USI also offers a generous paid time off policy, paid family leave benefit as well as paid holiday time.

Job ID:
24194"
592,Data Scientist,Eclaro,"Cambridge, MA",$83 - $88 an hour,"Job Description: At Client, we are inspired by a single vision transforming patients lives through science. In oncology, hematology, immunology and cardiovascular disease, each of our passionate colleagues contribute to innovations that drive meaningful change. We bring a human touch to every treatment we pioneer.
We are seeking to add a Consultant Data Scientist to our team to enable our translational data to realize its full potential in service to our patients. Join us and make a difference.
About the Team:
We are a team of data scientists invested in the principle that excellence in research starts with excellence in data and computational practices. Combining computational expertise, engineering experience, and data communication skills, we seek to develop data workflows and applications that empower our industry-leading research and early development (R&ED) programs. To this end, we partner with data managers, translational scientists, bioinformaticians and clinicians to link scientific questions to solutions that remove computational, logistical, and technological barriers to data utilization in research.
Key Responsibilities
In partnership with computational researchers, identify and implement technologies to optimize and automate data science workflows from data development to analyses and reporting
In partnership with translational researchers, accelerate time to insight by developing production-grade applications that enable efficient navigation through large volumes of continuously flowing data
Define and implement data processing algorithms to automate data monitoring
Collaborate with data managers and engineers to specify data models and data API endpoints to enable development of applications that facilitate non-programmatic interaction with our translational data
Qualification and Experience
BS degree with 5+ years of experience, a M.Sc. degree with 3+ years of experience or a PhD in Computational Biology, Genome Science, Bioinformatics, or similar fields with 1+ years of experience
Driven to deliver solutions that impact patients lives
Experienced in interdisciplinary collaborations at the interface of data science and life sciences
Capable of aligning day-to-day tasks with teams broader priorities and goals
Ability to communicate clearly with both technical and non-technical collaborators
Proficient in good coding practices
Strong command of data science stack of tools: R/Python, notebooks and git
Experience with R Shiny, Dash, Plotly, Streamlit, or other reactive visualization framework
Experience working with omics data
Preferred Qualifications
Experienced in R package development
Experience with APIs, or ability to quickly learn how to use them (e.g. R httr or Python requests)
Experienced in data visualization and analytics
Experienced in setting up data workflows that interface with diverse ecosystem of data platforms and APIs
Computing proficiency: Base knowledge of Linux OS and interaction with cloud-resources particularly AWS
Experience with practicing Agile
Experience with clinical data practices and standards
Experience with workflow automation, CI/CD framework
Experience with SQL
Job Type: Contract
Salary: $83.00 - $88.00 per hour
Schedule:
8 hour shift
Work Location: On the road"
