index,title,skills,company,city,state,type,salary,salary_type,sal_min,sal_max,sal_median,posted_date,origin
208,Senior Financial Analyst,,Patrick Industries,Elkhart,IN,Onsite,,yearly,,,,,simplyhired.com
209,Data Analyst,,Wilson Elser,White Plains,NY,Onsite,$65000 - $85000,yearly,65000,85000,75000,,simplyhired.com
210,Sr. Project Cost Analyst - PHI,,Exelon Corporation,Christiana,DE,Onsite,$82700 - $10500,yearly,82700,10500,46600,,simplyhired.com
211,Project Controls Analyst,,"J.F. Brennan Company, Inc.",La Crosse,WI,Onsite,From $58982,yearly,58982,,,,simplyhired.com
212,Merchandising Data Analyst,,Uline,Pleasant Prairie,WI,Onsite,$55200 - $69800,yearly,55200,69800,62500,,simplyhired.com
213,Business Data Analyst,,Tekfortune Inc,Austin,CO,Onsite,Up to $80 an hour,hourly,,80,,,simplyhired.com
214,Data Analyst,,Silent Falcon UAS Technologies,Front Royal,VA,Onsite,$59600 - $75400,yearly,59600,75400,67500,,simplyhired.com
215,Entry Level Data Analyst,,"Swivel Payment Solutions, LLC",New York,NY,Onsite,$62063 - $65095,yearly,62063,65095,63579,,simplyhired.com
216,Data Analyst,,CoinTracker,,,Remote,$66300 - $84000,yearly,66300,84000,75150,,simplyhired.com
217,Data Analyst,,Alliance Consumer Group,,,Remote,$45000 - $50000,yearly,45000,50000,47500,,simplyhired.com
218,Sales Coordinator & Analyst,,Confidential,Sunrise,FL,Onsite,From $50000,yearly,50000,,,,simplyhired.com
219,Board Certified assistant Behavior Analyst (BCaBA),,Hands on Behavior,Orlando,FL,Onsite,$55 - $60 an hour,hourly,55,60,57.5,,simplyhired.com
220,Quality Improvement Data Analyst,,Morrison Child and Family Services,Portland,OR,Onsite,$26.45 - $28.17 an hour,hourly,26.45,28.17,27.31,,simplyhired.com
221,"Business Data Analyst  SQL, Healthcare Industry",SQL,"PRIMUS Global Services, Inc",Dallas,TX,Remote,$67500 - $85400,yearly,67500,85400,76450,,simplyhired.com
222,Data Analyst,,Net2Aspire,,,Remote,$65000 - $80000,yearly,65000,80000,72500,,simplyhired.com
223,Workforce Data Analyst,,ASC,New York,NY,Onsite,$65.00 - $77.31 an hour,hourly,65,77.31,71.16,,simplyhired.com
224,Junior Data Analyst,,Serenity Healthcare,Lehi,UT,Onsite,$44400 - $56200,yearly,44400,56200,50300,,simplyhired.com
225,Data Analyst,,Nava,,,Remote,$56.82 - $57.71 an hour,hourly,56.82,57.71,57.27,,simplyhired.com
226,Data Analyst Warehouse,,TA Services,Columbus,IN,Onsite,$50000 - $60000,yearly,50000,60000,55000,,simplyhired.com
227,USSF Satellite Signals and Data Analyst,,PRKK LLC,Dayton,OH,Onsite,$98000 - $118000,yearly,98000,118000,108000,,simplyhired.com
228,Data Analyst (Marketing),,Confidential,Newark,DE,Onsite,$38700 - $49000,yearly,38700,49000,43850,,simplyhired.com
229,Residential New Construction Data Analyst,,Del-Air,Sanford,FL,Onsite,From $45000,yearly,45000,,,,simplyhired.com
230,Data Integration Analyst,,"Dovenmuehle Mortgage, Inc.",Lake Zurich,IL,Onsite,From $40000,yearly,40000,,,,simplyhired.com
231,Data Analyst,,Wilson Elser,White Plains,NY,Onsite,$65000 - $85000,yearly,65000,85000,75000,,simplyhired.com
232,Pharmacy Data Analyst,,OneWorld Community Health Centers Inc,Omaha,NE,Onsite,$45000 - $56900,yearly,45000,56900,50950,,simplyhired.com
233,"Business Analyst II, Research",,KeyLogic Systems,Morgantown,WV,Onsite,$51700 - $65400,yearly,51700,65400,58550,,simplyhired.com
234,Data Analyst,,"Turn5, Inc.",Paoli,PA,Onsite,$59400 - $75200,yearly,59400,75200,67300,,simplyhired.com
235,Data Analyst,,Silent Falcon UAS Technologies,Front Royal,VA,Onsite,$59600 - $75400,yearly,59600,75400,67500,,simplyhired.com
236,Entry Level Data Analyst,,"Swivel Payment Solutions, LLC",New York,NY,Onsite,$62063 - $65095,yearly,62063,65095,63579,,simplyhired.com
237,Data Analyst,,CoinTracker,,,Remote,$66300 - $84000,yearly,66300,84000,75150,,simplyhired.com
238,Data Analyst,,Alliance Consumer Group,,,Remote,$45000 - $50000,yearly,45000,50000,47500,,simplyhired.com
239,"Business Data Analyst  SQL, Healthcare Industry",SQL,"PRIMUS Global Services, Inc",Dallas,TX,Remote,$67500 - $85400,yearly,67500,85400,76450,,simplyhired.com
240,Associate Dental Network Analyst,,USAble Life,Portland,OR,Onsite,$48900 - $61900,yearly,48900,61900,55400,,simplyhired.com
241,Data Analyst,,NorthGate,Burton,MI,Onsite,$45000 - $50000,yearly,45000,50000,47500,,simplyhired.com
242,Corporate Compensation Sr. Analyst,,Airgas,Radnor,PA,Onsite,,yearly,,,,,simplyhired.com
243,Data Analyst,,Net2Aspire,,,Remote,$65000 - $80000,yearly,65000,80000,72500,,simplyhired.com
244,Workforce Data Analyst,,ASC,New York,NY,Onsite,$65.00 - $77.31 an hour,hourly,65,77.31,71.16,,simplyhired.com
245,Junior Data Analyst,,Serenity Healthcare,Lehi,UT,Onsite,$44400 - $56200,yearly,44400,56200,50300,,simplyhired.com
246,Data Analyst,,Nava,,,Remote,$56.82 - $57.71 an hour,hourly,56.82,57.71,57.27,,simplyhired.com
247,Entry Level Data Analyst,,Tresume,Manassas,VA,Onsite,$50000 - $60000,yearly,50000,60000,55000,,simplyhired.com
248,Team Lead - Data Analyst,,340Basics,Melville,NY,Onsite,$75300 - $95400,yearly,75300,95400,85350,,simplyhired.com
249,Commercial Credit Analyst,,Millville Savings Bank,Millville,NJ,Onsite,$59400 - $75200,yearly,59400,75200,67300,,simplyhired.com
250,Part-Time Data Entry Analyst - Solvas Financial Technology,,Deloitte,Stamford,CT,Onsite,$20 an hour,hourly,20,,,,simplyhired.com
251,Process Business Analyst,,Supreme Court of Appeals of West Virginia,Charleston,WV,Onsite,$60000 - $70000,yearly,60000,70000,65000,,simplyhired.com
252,Full Motion Video / Imagery Analyst,,Geo Owl LLC,Fort Bragg,NC,Onsite,$68200 - $86300,yearly,68200,86300,77250,,simplyhired.com
253,Data Analyst,,Wilson Elser,White Plains,NY,Onsite,$65000 - $85000,yearly,65000,85000,75000,,simplyhired.com
254,Sr. Financial & Business Intelligence Analyst,,"American Plastics, LLC",Findlay,OH,Onsite,$71900 - $91100,yearly,71900,91100,81500,,simplyhired.com
255,HCM Analyst,,A-dec,Newberg,OR,Onsite,$62900 - $79600,yearly,62900,79600,71250,,simplyhired.com
256,HRIS Reporting Analyst,,VITAS Healthcare,Miami,FL,Onsite,$74744 - $112116,yearly,74744,112116,93430,,simplyhired.com
257,Data Analyst,,Silent Falcon UAS Technologies,Front Royal,VA,Onsite,$59600 - $75400,yearly,59600,75400,67500,,simplyhired.com
258,Entry Level Data Analyst,,"Swivel Payment Solutions, LLC",New York,NY,Onsite,$62063 - $65095,yearly,62063,65095,63579,,simplyhired.com
259,Data Analyst (),,CoinTracker,,,Remote,$66300 - $84000,yearly,66300,84000,75150,,simplyhired.com
260,Data Analyst,,Alliance Consumer Group,,,Remote,$45000 - $50000,yearly,45000,50000,47500,,simplyhired.com
261,Data Analyst,,Net2Aspire,,,Remote,$65000 - $80000,yearly,65000,80000,72500,,simplyhired.com
262,Board Certified assistant Behavior Analyst (BCaBA),,Hands on Behavior,Orlando,FL,Onsite,$55 - $60 an hour,hourly,55,60,57.5,,simplyhired.com
263,Board Certified Behavior Analyst (BCBA),,Smile Pediatric Therapy & Diagnostics,Los Angeles,CA,Onsite,$75000 - $85000,yearly,75000,85000,80000,,simplyhired.com
264,Quality Improvement Data Analyst,,Morrison Child and Family Services,Portland,OR,Onsite,$26.45 - $28.17 an hour,hourly,26.45,28.17,27.31,,simplyhired.com
265,Workforce Data Analyst,,ASC,New York,NY,Onsite,$65.00 - $77.31 an hour,hourly,65,77.31,71.16,,simplyhired.com
266,Junior Data Analyst,,Serenity Healthcare,Lehi,UT,Onsite,$44400 - $56200,yearly,44400,56200,50300,,simplyhired.com
267,Data Analyst,,Nava,,,Remote,$56.82 - $57.71 an hour,hourly,56.82,57.71,57.27,,simplyhired.com
268,Entry Level Data Analyst,,Tresume,Manassas,VA,Onsite,$50000 - $60000,yearly,50000,60000,55000,,simplyhired.com
269,Data Analyst (Warehouse Operations),,The Black Tux,,,Remote,$95000 - $105000,yearly,95000,105000,100000,,simplyhired.com
270,Data Analyst - Real World Data,,Clarivate,Boston,MA,Onsite,$74600 - $94500,yearly,74600,94500,84550,,simplyhired.com
271,USSF Satellite Signals and Data Analyst,,PRKK LLC,Dayton,OH,Onsite,$98000 - $118000,yearly,98000,118000,108000,,simplyhired.com
272,Board Certified Behavior Analyst,,Matthew's Center for Visual Learning,Manassas,VA,Onsite,$67500 - $85500,yearly,67500,85500,76500,,simplyhired.com
273,Data Analyst (Marketing),,Confidential,Newark,DE,Onsite,$38700 - $49000,yearly,38700,49000,43850,,simplyhired.com
274,Residential New Construction Data Analyst,,Del-Air,Sanford,FL,Onsite,From $45000,yearly,45000,,,,simplyhired.com
275,Data Analyst,,Wilson Elser,White Plains,NY,Onsite,$65000 - $85000,yearly,65000,85000,75000,,simplyhired.com
276,Value Based Care Analyst,,Panoramic Health,Tempe,AZ,Onsite,$63600 - $80500,yearly,63600,80500,72050,,simplyhired.com
277,Sr. Business Analyst,,Doosan Bobcat,Statesville,NC,Onsite,$76400 - $96700,yearly,76400,96700,86550,,simplyhired.com
278,Business Analyst,,True Manufacturing,O'Fallon,MO,Onsite,$51900 - $65800,yearly,51900,65800,58850,,simplyhired.com
279,Entry Level Data Analyst,,"Swivel Payment Solutions, LLC",New York,NY,Onsite,$62063 - $65095,yearly,62063,65095,63579,,simplyhired.com
280,Data Analyst,,CoinTracker,,,Remote,$66300 - $84000,yearly,66300,84000,75150,,simplyhired.com
281,Data Analyst,,Alliance Consumer Group,,,Remote,$45000 - $50000,yearly,45000,50000,47500,,simplyhired.com
282,Data Analyst,,Net2Aspire,,,Remote,$65000 - $80000,yearly,65000,80000,72500,,simplyhired.com
283,Workforce Data Analyst,,ASC,New York,NY,Onsite,$65.00 - $77.31 an hour,hourly,65,77.31,71.16,,simplyhired.com
284,Sales Business Intelligence Analyst,,Guttman Energy Inc,Belle Vernon,PA,Onsite,$70000 - $75000,yearly,70000,75000,72500,,simplyhired.com
285,Business Analyst,,Goodville Mutual Casualty Company,New Holland,PA,Onsite,,yearly,,,,,simplyhired.com
286,Data Analyst (3rd Shift),,Sperry Rail Inc.,Shelton,CT,Onsite,$21.60 an hour,hourly,21.6,,,,simplyhired.com
287,Junior Data Analyst,,Serenity Healthcare,Lehi,UT,Onsite,$44400 - $56200,yearly,44400,56200,50300,,simplyhired.com
288,Entry Level Data Analyst,,Tresume,Manassas,VA,Onsite,$50000 - $60000,yearly,50000,60000,55000,,simplyhired.com
289,Data Analyst (Warehouse Operations),,The Black Tux,,,Remote,$95000 - $105000,yearly,95000,105000,100000,,simplyhired.com
290,Business Analyst,,Ghritachi Inc,,,Remote,$50 - $55 an hour,hourly,50,55,52.5,,simplyhired.com
291,Data Analyst,,Prime 8 Consulting,Bellevue,WA,Onsite,$50 - $65 an hour,hourly,50,65,57.5,,simplyhired.com
292,Software Support Analyst,,Telcor Inc,Lincoln,NE,Onsite,$46400 - $58700,yearly,46400,58700,52550,,simplyhired.com
293,Senior Healthcare Data Analyst,,Scottish Rite for Children,Dallas,TX,Onsite,$75600 - $95700,yearly,75600,95700,85650,,simplyhired.com
294,Data Analytics Specialist,,We Are Sharing Hope Sc,North Charleston,SC,Onsite,$56000 - $70000,yearly,56000,70000,63000,,simplyhired.com
295,Sr. Financial Compliance & Controls Analyst,,Citizens Property Insurance Corporation,Tallahassee,FL,Onsite,$90000 - $100000,yearly,90000,100000,95000,,simplyhired.com
296,Revenue & Margin Data Analyst,,IMMI,Westfield,IN,Onsite,$49000 - $62000,yearly,49000,62000,55500,,simplyhired.com
297,Data Analyst,,Wilson Elser,White Plains,NY,Onsite,$65000 - $85000,yearly,65000,85000,75000,,simplyhired.com
298,Sr. Financial Compliance & Controls Analyst,,Citizens Property Insurance Corporation,Tallahassee,FL,Onsite,$90000 - $100000,yearly,90000,100000,95000,,simplyhired.com
299,Revenue & Margin Data Analyst,,IMMI,Westfield,IN,Onsite,$49000 - $62000,yearly,49000,62000,55500,,simplyhired.com
300,Behavior Analyst,,The School District Of Philadelphia,Philadelphia,PA,Onsite,$61300 - $77700,yearly,61300,77700,69500,,simplyhired.com
301,Entry Level Data Analyst,,"Swivel Payment Solutions, LLC",New York,NY,Onsite,$62063 - $65095,yearly,62063,65095,63579,,simplyhired.com
302,Data Analyst,,Alliance Consumer Group,,,Remote,$45000 - $50000,yearly,45000,50000,47500,,simplyhired.com
303,Data Analyst,,Net2Aspire,,,Remote,$65000 - $80000,yearly,65000,80000,72500,,simplyhired.com
304,Workforce Data Analyst,,ASC,New York,NY,Onsite,$65.00 - $77.31 an hour,hourly,65,77.31,71.16,,simplyhired.com
305,Junior Data Analyst,,Serenity Healthcare,Lehi,UT,Onsite,$44400 - $56200,yearly,44400,56200,50300,,simplyhired.com
306,Board Certified Behavior Analyst (BCBA) Amhearst,,Acorn Health,Knoxville,TN,Onsite,From $80500,yearly,80500,,,,simplyhired.com
307,Senior Data Analyst,,Physician's Weekly,Basking Ridge,NJ,Onsite,$75000 - $90000,yearly,75000,90000,82500,,simplyhired.com
308,Retail Business Analyst,,"Buyers Support Group, Inc.",Minneapolis,MN,Onsite,$55400 - $70100,yearly,55400,70100,62750,,simplyhired.com
309,Entry Level Data Analyst,,Tresume,Manassas,VA,Onsite,$50000 - $60000,yearly,50000,60000,55000,,simplyhired.com
310,Data Analyst (Warehouse Operations),,The Black Tux,,,Remote,$95000 - $105000,yearly,95000,105000,100000,,simplyhired.com
311,Business Analyst,,Ghritachi Inc,,,Remote,$50 - $55 an hour,hourly,50,55,52.5,,simplyhired.com
312,Data Analyst,,Prime 8 Consulting,Bellevue,WA,Onsite,$50 - $65 an hour,hourly,50,65,57.5,,simplyhired.com
313,Data Quality Analyst,,Neorithm Technologies Inc,,,Remote,$50 - $70 an hour,hourly,50,70,60,,simplyhired.com
314,Business Analyst I,,Snapping Shoals EMC,Covington,GA,Onsite,From $34.31 an hour,hourly,34.31,,,,simplyhired.com
315,Board Certified Behavior Analyst (BCBA),,"Connecting Communities, LLC",Portsmouth,VA,Onsite,$62300 - $78900,yearly,62300,78900,70600,,simplyhired.com
316,Data Analyst,,Korn Ferry Projects (Resume),Mason,OH,Onsite,From $53000,yearly,53000,,,,simplyhired.com
317,Data Analyst,,GC America Inc.,Alsip,IL,Onsite,From $65000,yearly,65000,,,,simplyhired.com
318,Board Certified Behavior Analyst (BCBA),,Acorn Health,Cookeville,TN,Onsite,From $84000,yearly,84000,,,,simplyhired.com
319,Data Analyst,,Wilson Elser,White Plains,NY,Onsite,$65000 - $85000,yearly,65000,85000,75000,,simplyhired.com
320,Business Analyst III,,Corporate,Missouri,,Onsite,$78700 - $99700,yearly,78700,99700,89200,,simplyhired.com
321,Technical Data Analyst,,"Althea US, Inc.",Goodlettsville,TN,Onsite,$65000 - $75000,yearly,65000,75000,70000,,simplyhired.com
322,Manufacturing IT Operations Analyst,,TTi Global,Normal,IL,Onsite,$27 - $35 an hour,hourly,27,35,31,,simplyhired.com
323,Entry Level Data Analyst,,"Swivel Payment Solutions, LLC",New York,NY,Onsite,$62063 - $65095,yearly,62063,65095,63579,,simplyhired.com
324,Data Analyst,,Alliance Consumer Group,,,Remote,$45000 - $50000,yearly,45000,50000,47500,,simplyhired.com
325,Data Analyst,,Net2Aspire,,,Remote,$65000 - $80000,yearly,65000,80000,72500,,simplyhired.com
326,Workforce Data Analyst,,ASC,New York,NY,Onsite,$65.00 - $77.31 an hour,hourly,65,77.31,71.16,,simplyhired.com
327,Junior Data Analyst,,Serenity Healthcare,Lehi,UT,Onsite,$44400 - $56200,yearly,44400,56200,50300,,simplyhired.com
328,Data Analyst,,Theisen's Home Farm & Auto,Dubuque,IA,Hybrid,$52300 - $66200,yearly,52300,66200,59250,,simplyhired.com
329,Sourcing Analyst / Buyer,,Personnel Services Unlimited,Shelby,NC,Onsite,$19 - $21 an hour,hourly,19,21,20,,simplyhired.com
330,IT Business Analyst II,,Dynarex Corporation,Orangeburg,NY,Onsite,$63000 - $79800,yearly,63000,79800,71400,,simplyhired.com
331,Entry Level Data Analyst,,Tresume,Manassas,VA,Onsite,$50000 - $60000,yearly,50000,60000,55000,,simplyhired.com
332,Data Analyst (Warehouse Operations),,The Black Tux,,,Remote,$95000 - $105000,yearly,95000,105000,100000,,simplyhired.com
333,Business Analyst,,Ghritachi Inc,,,Remote,$50 - $55 an hour,hourly,50,55,52.5,,simplyhired.com
334,Data Analyst,,Prime 8 Consulting,Bellevue,WA,Onsite,$50 - $65 an hour,hourly,50,65,57.5,,simplyhired.com
335,Junior Data Analyst,,"Zartico, Inc.",,,Remote,$68100 - $86200,yearly,68100,86200,77150,,simplyhired.com
336,Power BI Report Analyst,,SGRX,Grosse Pointe Park,MI,Onsite,$35 - $40 an hour,hourly,35,40,37.5,,simplyhired.com
337,PowerSchool Administrator/Data Analyst,,Hmong College Prep Academy,Saint Paul,MN,Onsite,$46200 - $58500,yearly,46200,58500,52350,,simplyhired.com
338,IT Data and Security Support Analyst,,St. Thomas School,Medina,WA,Onsite,$31.25 - $40.86 an hour,hourly,31.25,40.86,36.06,,simplyhired.com
339,Business Analyst,,Clerk of the Circuit Court and County Comptroller,Sarasota,FL,Onsite,$62359 - $78317,yearly,62359,78317,70338,,simplyhired.com
340,Data Reporting Analyst,,Physician's Weekly,Basking Ridge,NJ,Onsite,$60000 - $70000,yearly,60000,70000,65000,,simplyhired.com
341,Data Analyst,,Wilson Elser,White Plains,NY,Onsite,$65000 - $85000,yearly,65000,85000,75000,,simplyhired.com
342,IT Data and Security Support Analyst,,St. Thomas School,Medina,WA,Onsite,$31.25 - $40.86 an hour,hourly,31.25,40.86,36.06,,simplyhired.com
343,Sr. Business Intelligence Analyst - Office of Population Health,,Johns Hopkins Health System,Baltimore,MD,Hybrid,$80400 - $10200,yearly,80400,10200,45300,,simplyhired.com
344,Business Analyst,,Clerk of the Circuit Court and County Comptroller,Sarasota,FL,Onsite,$62359 - $78317,yearly,62359,78317,70338,,simplyhired.com
345,Entry Level Data Analyst,,"Swivel Payment Solutions, LLC",New York,NY,Onsite,$62063 - $65095,yearly,62063,65095,63579,,simplyhired.com
346,Data Analyst,,Alliance Consumer Group,,,Remote,$45000 - $50000,yearly,45000,50000,47500,,simplyhired.com
347,Data Analyst,,Net2Aspire,,,Remote,$65000 - $80000,yearly,65000,80000,72500,,simplyhired.com
348,Workforce Data Analyst,,ASC,New York,NY,Onsite,$65.00 - $77.31 an hour,hourly,65,77.31,71.16,,simplyhired.com
349,Junior Data Analyst,,Serenity Healthcare,Lehi,UT,Onsite,$44400 - $56200,yearly,44400,56200,50300,,simplyhired.com
350,Data Reporting Analyst,,Physician's Weekly,Basking Ridge,NJ,Onsite,$60000 - $70000,yearly,60000,70000,65000,,simplyhired.com
351,CRM Business Analyst (Consultant),,BrainSell,Danvers,MA,Consultant,$70000 - $85000,yearly,70000,85000,77500,,simplyhired.com
352,Board Certified Behavior Analyst,,Aspire Living & Learning,New Haven,CT,Onsite,$68000 - $79000,yearly,68000,79000,73500,,simplyhired.com
353,Entry Level Data Analyst,,Tresume,Manassas,VA,Onsite,$50000 - $60000,yearly,50000,60000,55000,,simplyhired.com
354,Data Analyst (Warehouse Operations),,The Black Tux,,,Remote,$95000 - $105000,yearly,95000,105000,100000,,simplyhired.com
355,Business Analyst,,Ghritachi Inc,,,Remote,$50 - $55 an hour,hourly,50,55,52.5,,simplyhired.com
356,Data Analyst,,Prime 8 Consulting,Bellevue,WA,Onsite,$50 - $65 an hour,hourly,50,65,57.5,,simplyhired.com
357,Junior Data Analyst,,"Zartico, Inc.",,,Remote,$68100 - $86200,yearly,68100,86200,77150,,simplyhired.com
358,Data Analyst,,SBYB Inc.,Montgomery,IL,Onsite,$65600 - $83000,yearly,65600,83000,74300,,simplyhired.com
359,Data Analyst,,Amplify Resources Group,Orlando,FL,Onsite,$90000 - $130000,yearly,90000,130000,110000,,simplyhired.com
360,Lead Advanced HC Data Analyst,,Driscoll Health,Corpus Christi,TX,Onsite,$65600 - $83100,yearly,65600,83100,74350,,simplyhired.com
361,Financial Data Analyst,,Confidential,Meridian,ID,Onsite,From $75000,yearly,75000,,,,simplyhired.com
362,"Analyst, 340B Program",,Christiana Care Health Systems,Wilmington,DE,Onsite,,yearly,,,,,simplyhired.com
363,Data Analyst,,Wilson Elser,White Plains,NY,Onsite,$65000 - $85000,yearly,65000,85000,75000,,simplyhired.com
364,Logistics Pricing Analyst,,"Backhaul Direct, LLC",Indianapolis,IN,Onsite,$50500 - $6400,yearly,50500,6400,28450,,simplyhired.com
365,"Business Central (BC) Analyst, Power BI Developer",,Advanced Media Technologies,Deerfield Beach,FL,Onsite,$67800 - $85900,yearly,67800,85900,76850,,simplyhired.com
366,Compensation Analyst 2,,Sandia Laboratory Federal Credit Union,Albuquerque,NM,Onsite,$57600 - $72000,yearly,57600,72000,64800,,simplyhired.com
367,Entry Level Data Analyst,,"Swivel Payment Solutions, LLC",New York,NY,Onsite,$62063 - $65095,yearly,62063,65095,63579,,simplyhired.com
368,Data Analyst,,Alliance Consumer Group,,,Remote,$45000 - $50000,yearly,45000,50000,47500,,simplyhired.com
369,Data Analyst,,Net2Aspire,,,Remote,$65000 - $80000,yearly,65000,80000,72500,,simplyhired.com
370,Workforce Data Analyst,,ASC,New York,NY,Onsite,$65.00 - $77.31 an hour,hourly,65,77.31,71.16,,simplyhired.com
371,Junior Data Analyst,,Serenity Healthcare,Lehi,UT,Onsite,$44400 - $56200,yearly,44400,56200,50300,,simplyhired.com
372,Finance Budget Analyst,,New Mexico Mutual Casualty Company,Albuquerque,NM,Onsite,From $59000,yearly,59000,,,,simplyhired.com
373,Order Fulfillment Analyst,,BlueTriton Brands,Coppell,TX,Onsite,,yearly,,,,,simplyhired.com
374,Sr. Business Intelligence Analyst - Office of Population Health,,Johns Hopkins Health System,Baltimore,MD,Hybrid,$80400 - $10200,yearly,80400,10200,45300,,simplyhired.com
375,Entry Level Data Analyst,,Tresume,Manassas,VA,Onsite,$50000 - $60000,yearly,50000,60000,55000,,simplyhired.com
376,Business Analyst,,Ghritachi Inc,,,Remote,$50 - $55 an hour,hourly,50,55,52.5,,simplyhired.com
377,Data Analyst,,Prime 8 Consulting,Bellevue,WA,Onsite,$50 - $65 an hour,hourly,50,65,57.5,,simplyhired.com
378,Junior Data Analyst,,"Zartico, Inc.",,,Remote,$68100 - $86200,yearly,68100,86200,77150,,simplyhired.com
379,Business Analyst,,Vastek Inc.,,,Remote,$45 - $50 an hour,hourly,45,50,47.5,,simplyhired.com
380,Financial Aid Data Analyst (Data Analyst 1),,University of Connecticut,Storrs,CT,Onsite,"$61,302 ",yearly,61302,,,,simplyhired.com
381,Financial and Customer Data Analyst,,Continental Finance Company,Hattiesburg,MS,Onsite,$50000 - $63300,yearly,50000,63300,56650,,simplyhired.com
382,"Data & Business Analyst, Foundation - Administration",,Baptist Health South Florida,Coral Gables,FL,Onsite,$52217 - $67882,yearly,52217,67882,60049.5,,simplyhired.com
383,School Based - Board Certified Behavior Analyst,,Rise Behavioral Services,Zachary,LA,Onsite,$60000 - $65000,yearly,60000,65000,62500,,simplyhired.com
384,RCM BI Ops Analyst,,Baptist Health South Florida,Miami,FL,Onsite,$51099 - $66428,yearly,51099,66428,58763.5,,simplyhired.com
385,Data Analyst,,Wilson Elser,White Plains,NY,Onsite,$65000 - $85000,yearly,65000,85000,75000,,simplyhired.com
386,RCM BI Ops Analyst,,Baptist Health South Florida,Miami,FL,Onsite,$51099 - $66428,yearly,51099,66428,58763.5,,simplyhired.com
387,Client Data Analyst,,MetTel,Holmdel,NJ,Onsite,$63200 - $80000,yearly,63200,80000,71600,,simplyhired.com
388,Refugee Integration Data Analyst,,VeloSource,,,Remote,$65500 - $82900,yearly,65500,82900,74200,,simplyhired.com
389,Entry Level Data Analyst,,"Swivel Payment Solutions, LLC",New York,NY,Onsite,$62063 - $65095,yearly,62063,65095,63579,,simplyhired.com
390,Data Analyst,,Alliance Consumer Group,,,Remote,$45000 - $50000,yearly,45000,50000,47500,,simplyhired.com
391,Workforce Data Analyst,,ASC,New York,NY,Onsite,$65.00 - $77.31 an hour,hourly,65,77.31,71.16,,simplyhired.com
392,Junior Data Analyst,,Serenity Healthcare,Lehi,UT,Onsite,$44400 - $56200,yearly,44400,56200,50300,,simplyhired.com
393,Entry Level Data Analyst,,TRESUME,Manassas,VA,Onsite,$50000 - $60000,yearly,50000,60000,55000,,simplyhired.com
394,Medical Data Analyst,,Brazos Spine,College Station,TX,Onsite,From $15 an hour,hourly,15,,,,simplyhired.com
395,Junior Data Analyst,,Affiliated Monitoring,Union,NJ,Onsite,,yearly,,,,,simplyhired.com
396,ERP Data Conversion Analyst,,Catalent,Somerset,NJ,Onsite,$57800 - $73200,yearly,57800,73200,65500,,simplyhired.com
397,Business Analyst,,Ghritachi Inc,,,Remote,$50 - $55 an hour,hourly,50,55,52.5,,simplyhired.com
398,Data Analyst,,Prime 8 Consulting,Bellevue,WA,Onsite,$50 - $65 an hour,hourly,50,65,57.5,,simplyhired.com
399,Junior Data Analyst,,"Zartico, Inc.",,,Remote,$68100 - $86200,yearly,68100,86200,77150,,simplyhired.com
400,Business Analyst,,Vastek Inc.,,,Remote,$45 - $50 an hour,hourly,45,50,47.5,,simplyhired.com
401,Data Analyst,,New Forest Capital,,,Remote,$35 - $40 an hour,hourly,35,40,37.5,,simplyhired.com
402,Cartographer (Maritime GIS Analyst),,National Geospatial-Intelligence Agency,Springfield,VA,Onsite,$53105 - $92995,yearly,53105,92995,73050,,simplyhired.com
403,Contracts Billing Analyst II,,"Jack Henry and Associates, Inc.",Monett,MO,Onsite,$35900 - $45000,yearly,35900,45000,40450,,simplyhired.com
404,Associate HR Data Analyst,,Penske Truck Leasing and Logistics,Reading,PA,Onsite,,yearly,,,,,simplyhired.com
405,Data Analyst,,Josselyn,Northfield,IL,Onsite,$53200 - $67300,yearly,53200,67300,60250,,simplyhired.com
406,Data Analyst,,Industrial Services Solutions,,,Remote,$55000 - $65000,yearly,55000,65000,60000,,simplyhired.com
407,AWS Data Architect,AWS,Apolis,,,Remote,$80 - $90 an hour,hourly,80,90,85,,simplyhired.com
408,SAP Solutions Architect (S/4 HANA),,"Lexmark International, Inc.",Lexington,KY,Onsite,$127000 - $161000,yearly,127000,161000,144000,,simplyhired.com
409,Systems Engineer (IS2629 - Navigation & Innovation Ctr.),,CommuniCare Health Centers (Texas),San Antonio,TX,Onsite,$83000 - $105000,yearly,83000,105000,94000,,simplyhired.com
410,Lead Systems Architect,,Resource Data,Anchorage,AK,Onsite,$109000 - $131000,yearly,109000,131000,120000,,simplyhired.com
411,Data Architect,,Infinity Quest,,,Remote,$80 - $90 an hour,hourly,80,90,85,,simplyhired.com
412,Data Architect,,Fiable Consulting,,,Remote,From $65 an hour,hourly,65,,,,simplyhired.com
413,AWS Data Architect,AWS,Nest Tech,Irving,TX,Onsite,$140000 - $180000,yearly,140000,180000,160000,,simplyhired.com
414,Data Architect,,Reveille Technologies,,,Remote,$70.37 - $75.00 an hour,hourly,70.37,75,72.69,,simplyhired.com
415,Data Architect,,Devcare Solutions,,,Remote,From $68 an hour,hourly,68,,,,simplyhired.com
416,Data Governance Lead,,CoBank,Greenwood Village,CO,Onsite,$95000 - $125000,yearly,95000,125000,110000,,simplyhired.com
417,Smart Retail Solutions Architect,,"Lexmark International, Inc.",,,Remote,$121000 - $153000,yearly,121000,153000,137000,,simplyhired.com
